科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
140101,教育學系,D 日,D 博士,69,77,55,84,56,79,53,67,50,62,46,48,35,54,12,12
140101,教育學系,D 日,M 碩士,111,281,99,278,58,148,48,122,0,0,0,0,0,0,3,10
140101,教育學系,D 日,B 學士,160,475,174,459,146,448,146,441,0,0,0,0,0,0,29,59
140101,教育學系,N 職,M 碩士,107,424,108,387,69,143,46,69,14,34,14,17,0,0,14,28
140101,教育學系,S 暑,M 碩士,5,9,12,46,3,2,0,0,0,0,0,3,0,0,10,8
140105,課程(與教學)研究所,D 日,D 博士,3,6,2,2,2,5,1,3,2,1,0,0,0,0,0,0
140105,課程(與教學)研究所,D 日,M 碩士,11,22,11,24,2,9,2,3,0,0,0,0,0,0,1,6
140105,課程(與教學)研究所,N 職,M 碩士,7,27,8,16,2,1,1,1,0,0,0,0,0,0,2,3
140106,教育專業發展研究所,D 日,M 碩士,9,19,6,7,1,1,0,1,0,0,0,0,0,0,0,0
140106,教育專業發展研究所,N 職,M 碩士,13,17,5,19,2,4,1,1,0,0,0,0,0,0,0,0
140107,(教育心理與)輔導學系,D 日,D 博士,8,3,6,4,2,4,0,9,8,5,2,6,0,1,0,0
140107,(教育心理與)輔導學系,D 日,M 碩士,13,45,12,42,14,33,8,48,0,0,0,0,0,0,0,0
140107,(教育心理與)輔導學系,D 日,B 學士,25,61,23,58,24,60,28,59,0,0,0,0,0,0,2,8
140107,(教育心理與)輔導學系,N 職,M 碩士,6,25,3,19,2,24,0,13,1,8,0,1,0,0,0,0
140108,教育心理與諮商學系,D 日,M 碩士,11,32,7,33,6,13,4,19,0,0,0,0,0,0,8,18
140108,教育心理與諮商學系,D 日,B 學士,9,31,6,39,5,40,12,31,0,0,0,0,0,0,0,2
140108,教育心理與諮商學系,N 職,M 碩士,7,17,2,22,5,12,0,5,0,5,0,6,1,2,2,7
140111,學習與教學研究所,D 日,D 博士,2,4,2,1,2,2,3,1,2,2,1,0,1,2,0,0
140111,學習與教學研究所,D 日,M 碩士,2,4,2,10,0,6,0,2,0,0,0,0,0,0,0,1
140113,技術及職業教育研究所,D 日,D 博士,9,11,9,9,6,8,6,8,1,8,3,2,1,2,0,0
140113,技術及職業教育研究所,D 日,M 碩士,10,36,18,32,8,14,9,5,0,0,0,0,0,0,0,0
140113,技術及職業教育研究所,N 職,M 碩士,24,43,9,51,0,13,7,3,0,1,0,0,0,0,0,0
140118,教師專業(發展)研究所,D 日,M 碩士,7,51,8,46,1,3,0,1,0,0,0,0,0,0,0,0
140119,家庭教育與諮商研究所,D 日,M 碩士,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
140119,家庭教育與諮商研究所,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140120,課程設計與潛能開發學系,D 日,D 博士,9,6,10,12,8,8,6,6,4,3,2,4,5,2,2,1
140120,課程設計與潛能開發學系,D 日,M 碩士,14,15,8,21,13,10,8,16,0,0,0,0,0,0,1,3
140120,課程設計與潛能開發學系,D 日,B 學士,10,38,16,30,17,28,9,26,0,0,0,0,0,0,5,2
140120,課程設計與潛能開發學系,N 職,M 碩士,6,12,1,13,0,8,0,4,0,4,0,0,0,0,0,0
140121,國際文教與比較教育學系,D 日,D 博士,2,3,1,3,3,2,2,3,2,3,3,0,1,2,0,2
140121,國際文教與比較教育學系,D 日,M 碩士,1,9,2,2,3,6,3,4,0,0,0,0,0,0,1,2
140121,國際文教與比較教育學系,D 日,B 學士,10,45,7,49,7,41,9,48,0,0,0,0,0,0,3,11
140122,教育與學習科技學系,D 日,D 博士,3,6,3,5,1,8,5,2,3,5,3,5,3,1,3,1
140122,教育與學習科技學系,D 日,M 碩士,11,31,8,28,8,8,2,8,0,0,0,0,0,0,1,2
140122,教育與學習科技學系,D 日,B 學士,18,72,18,64,20,61,7,76,0,0,0,0,0,0,3,4
140122,教育與學習科技學系,N 職,M 碩士,15,47,12,33,8,3,0,1,1,0,1,0,1,2,0,3
140122,教育與學習科技學系,S 暑,M 碩士,0,0,0,0,0,16,1,4,0,5,0,2,0,2,1,0
140123,教學專業國際學位學程,D 日,M 碩士,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140201,公民教育與活動領導學系,D 日,D 博士,4,3,2,3,3,2,7,1,4,4,0,2,1,6,0,0
140201,公民教育與活動領導學系,D 日,M 碩士,7,15,8,14,6,11,3,12,0,0,0,0,0,0,0,0
140201,公民教育與活動領導學系,D 日,B 學士,25,59,18,69,19,60,18,60,0,0,0,0,0,0,4,8
140201,公民教育與活動領導學系,N 職,M 碩士,10,34,0,0,5,10,2,2,7,10,1,1,0,0,0,0
140201,公民教育與活動領導學系,S 暑,M 碩士,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
140202,語文教育學系,D 日,D 博士,2,3,3,3,2,3,0,4,3,0,1,3,0,1,0,0
140202,語文教育學系,D 日,M 碩士,6,15,3,12,2,12,4,1,0,0,0,0,0,0,0,1
140202,語文教育學系,D 日,B 學士,11,39,5,46,7,43,11,40,0,0,0,0,0,0,2,3
140202,語文教育學系,N 職,M 碩士,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140202,語文教育學系,S 暑,M 碩士,0,2,0,12,1,9,0,1,1,3,0,0,0,0,1,1
140203,華語(文)教學學系,D 日,D 博士,1,7,2,5,0,9,1,8,2,4,0,4,0,4,0,0
140203,華語(文)教學學系,D 日,M 碩士,17,94,8,77,13,74,10,49,0,0,0,0,0,0,2,2
140203,華語(文)教學學系,D 日,B 學士,34,145,29,121,35,114,27,113,0,0,0,0,0,0,5,22
140203,華語(文)教學學系,N 職,M 碩士,1,19,1,13,2,14,5,15,1,10,0,2,0,0,0,5
140206,(自然)科學教育(與應用),D 日,D 博士,8,5,9,6,11,5,7,5,9,5,7,3,6,7,0,0
140206,(自然)科學教育(與應用),D 日,M 碩士,40,34,35,31,27,27,14,10,0,0,0,0,0,0,0,0
140206,(自然)科學教育(與應用),D 日,B 學士,55,40,54,37,54,32,55,37,0,0,0,0,0,0,13,3
140206,(自然)科學教育(與應用),N 職,M 碩士,7,7,12,15,3,3,7,2,4,0,4,3,0,0,0,0
140206,(自然)科學教育(與應用),S 暑,M 碩士,3,5,0,0,4,16,3,3,3,2,2,0,0,0,2,0
140209,數理教育研究所,D 日,M 碩士,26,16,17,25,13,16,7,10,0,0,0,0,0,0,3,2
140209,數理教育研究所,S 暑,M 碩士,4,9,3,15,4,14,4,10,1,3,1,2,0,4,1,3
140210,數學(暨)資訊教育學系,D 日,M 碩士,10,5,3,4,4,1,2,3,0,0,0,0,0,0,0,0
140210,數學(暨)資訊教育學系,D 日,B 學士,26,30,27,30,27,32,25,31,0,0,0,0,0,0,9,1
140210,數學(暨)資訊教育學系,N 職,M 碩士,5,15,4,19,2,5,3,3,0,0,0,0,0,0,0,1
140211,數學教育學系,D 日,M 碩士,4,6,5,7,5,1,3,3,0,0,0,0,0,0,1,0
140211,數學教育學系,D 日,B 學士,28,21,27,18,34,19,28,25,0,0,0,0,0,0,3,0
140211,數學教育學系,N 職,M 碩士,7,11,6,9,0,1,1,1,0,0,0,0,0,0,1,1
140212,(兒童)英語教(育)學系,D 日,M 碩士,3,28,4,32,2,29,6,13,0,0,0,0,0,0,1,2
140212,(兒童)英語教(育)學系,D 日,B 學士,19,99,20,86,13,96,20,92,0,0,0,0,0,0,1,1
140212,(兒童)英語教(育)學系,N 職,M 碩士,2,16,1,24,1,8,0,10,0,0,0,0,0,0,1,7
140213,外語教學系,D 日,B 學士,20,82,15,87,17,85,18,84,0,0,0,0,0,0,6,16
140215,人類發展與家庭學系,D 日,D 博士,2,6,2,7,1,6,1,6,4,6,0,6,1,3,0,0
140215,人類發展與家庭學系,D 日,M 碩士,3,27,1,28,5,23,2,9,0,0,0,0,0,0,0,0
140215,人類發展與家庭學系,D 日,B 學士,17,81,15,82,14,77,14,81,0,0,0,0,0,0,8,21
140215,人類發展與家庭學系,N 職,M 碩士,1,19,0,0,0,0,0,9,0,0,0,0,0,0,0,0
140218,國文教學碩士,N 職,M 碩士,5,16,2,25,2,16,1,14,1,7,0,0,0,0,0,0
140219,數學教學碩士,N 職,M 碩士,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0
140221,公共事務與公民教育學系,D 日,M 碩士,3,7,4,6,7,4,2,1,0,0,0,0,0,0,0,0
140221,公共事務與公民教育學系,D 日,B 學士,11,22,12,20,6,26,12,20,0,0,0,0,0,0,1,1
140221,公共事務與公民教育學系,N 職,M 碩士,13,9,9,15,0,3,2,1,2,1,5,2,0,0,0,0
140222,社會教育學系,D 日,D 博士,1,4,0,5,1,4,3,4,1,4,3,1,1,1,0,0
140222,社會教育學系,D 日,M 碩士,9,18,4,15,3,10,2,8,0,0,0,0,0,0,0,0
140222,社會教育學系,D 日,B 學士,8,43,13,42,6,47,12,47,0,0,0,0,0,0,4,6
140222,社會教育學系,N 職,M 碩士,0,1,2,23,0,1,2,12,0,0,1,1,0,0,0,0
140223,國語文補救教學研究所,S 暑,M 碩士,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140301,工業教育(與技術)學系,D 日,D 博士,17,6,17,10,14,14,15,8,11,5,17,5,11,8,0,0
140301,工業教育(與技術)學系,D 日,M 碩士,44,14,40,19,12,7,8,7,0,0,0,0,0,0,0,0
140301,工業教育(與技術)學系,D 日,B 學士,119,18,117,15,114,13,121,32,0,0,0,0,0,0,23,12
140301,工業教育(與技術)學系,N 職,M 碩士,28,32,9,11,9,7,6,1,4,1,2,0,0,0,0,0
140301,工業教育(與技術)學系,S 暑,M 碩士,20,10,19,8,21,3,6,1,8,0,9,2,0,0,0,0
140302,(工業)科技教育學系,D 日,D 博士,7,3,5,5,4,5,6,2,5,2,0,1,3,0,1,0
140302,(工業)科技教育學系,D 日,M 碩士,15,12,7,7,4,1,6,2,0,0,0,0,0,0,1,0
140302,(工業)科技教育學系,D 日,B 學士,27,11,22,14,14,11,23,11,0,0,0,0,0,0,0,3
140302,(工業)科技教育學系,N 職,M 碩士,8,15,7,17,14,11,4,3,2,0,2,0,0,0,0,0
140305,(生態與)環境教育學系,D 日,D 博士,1,3,2,1,2,2,1,0,1,2,2,1,1,0,0,0
140305,(生態與)環境教育學系,D 日,M 碩士,6,16,12,10,3,12,4,2,0,0,0,0,0,0,0,0
140307,資訊教育學系,D 日,D 博士,1,0,4,1,3,2,3,2,2,2,3,0,0,1,0,0
140307,資訊教育學系,D 日,M 碩士,16,13,15,7,8,8,4,6,0,0,0,0,0,0,0,0
140307,資訊教育學系,N 職,M 碩士,11,8,7,5,0,0,2,1,7,0,5,1,0,0,0,0
140312,藝術與人文教育研究所,D 日,M 碩士,3,15,1,14,1,13,1,3,0,0,0,0,0,0,0,1
140312,藝術與人文教育研究所,N 職,M 碩士,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0
140314,醫護教育研究所,D 日,M 碩士,1,12,0,14,1,7,1,5,0,0,0,0,0,0,0,0
140315,體育學系,D 日,D 博士,28,22,25,12,30,19,23,15,15,12,20,8,11,4,0,0
140315,體育學系,D 日,M 碩士,162,84,141,65,103,52,43,17,0,0,0,0,0,0,3,3
140315,體育學系,D 日,B 學士,571,271,553,297,561,247,555,274,0,0,0,0,0,0,189,58
140315,體育學系,N 職,M 碩士,112,89,120,84,44,31,27,16,12,3,5,1,0,0,6,0
140315,體育學系,P 進,B 學士,79,18,61,25,75,25,74,37,0,0,0,0,0,0,26,10
140315,體育學系,S 暑,M 碩士,33,22,28,10,6,6,10,2,0,0,0,0,0,0,1,0
140316,運動(與休閒)教育研究所,D 日,M 碩士,3,14,3,12,5,8,1,2,0,0,0,0,0,0,1,2
140316,運動(與休閒)教育研究所,N 職,M 碩士,10,7,9,7,0,1,2,0,0,0,0,0,0,0,1,0
140324,藝術與人文教學研究所,D 日,M 碩士,1,12,1,8,0,5,0,4,0,0,0,0,0,0,0,0
140325,健康促進與衛生教育學系,D 日,D 博士,3,6,1,8,7,3,3,2,3,2,2,2,0,4,0,0
140325,健康促進與衛生教育學系,D 日,M 碩士,2,17,3,14,2,9,3,6,0,0,0,0,0,0,0,0
140325,健康促進與衛生教育學系,D 日,B 學士,14,24,12,25,13,29,7,28,0,0,0,0,0,0,3,3
140325,健康促進與衛生教育學系,N 職,M 碩士,4,26,6,26,2,20,0,12,0,4,0,1,0,0,0,0
140325,健康促進與衛生教育學系,S 暑,M 碩士,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0
140326,生態休閒教育學位學程,N 職,M 碩士,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
140326,生態休閒教育學位學程,S 暑,M 碩士,5,17,2,16,4,16,2,13,0,0,0,0,0,0,0,0
140327,餐旅教育研究所,D 日,M 碩士,3,5,0,11,0,2,1,0,0,0,0,0,0,0,0,0
140327,餐旅教育研究所,N 職,M 碩士,3,6,1,10,1,6,3,0,0,0,0,0,0,0,0,0
140329,體育與運動科學系,D 日,M 碩士,6,1,5,4,4,3,2,0,0,0,0,0,0,0,0,0
140329,體育與運動科學系,D 日,B 學士,36,11,38,7,31,10,24,12,0,0,0,0,0,0,9,1
140329,體育與運動科學系,N 職,M 碩士,11,4,11,4,12,5,0,0,0,0,0,0,0,0,0,0
140329,體育與運動科學系,S 暑,M 碩士,0,0,0,0,0,0,6,1,5,2,0,0,0,0,0,0
140330,運動學系,D 日,M 碩士,6,2,5,1,5,1,0,1,0,0,0,0,0,0,0,0
140330,運動學系,D 日,B 學士,32,21,38,17,30,16,35,20,0,0,0,0,0,0,12,3
140330,運動學系,N 職,M 碩士,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140331,科學教育暨環境教育研究所,D 日,D 博士,7,1,4,4,8,0,6,2,2,5,1,3,2,1,2,0
140331,科學教育暨環境教育研究所,D 日,M 碩士,14,12,15,3,13,5,5,2,0,0,0,0,0,0,2,0
140401,幼兒教育學系,D 日,M 碩士,17,127,7,96,7,85,6,63,0,0,0,0,0,0,1,9
140401,幼兒教育學系,D 日,B 學士,91,617,78,600,86,692,75,631,0,0,0,0,0,0,15,42
140401,幼兒教育學系,N 職,M 碩士,2,113,3,87,3,63,0,46,0,23,0,9,0,3,2,16
140401,幼兒教育學系,N 修,C 學士,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0
140401,幼兒教育學系,P 進,B 學士,5,53,2,51,3,99,2,94,0,0,0,0,0,0,0,6
140401,幼兒教育學系,S 暑,M 碩士,0,21,2,15,1,17,0,0,0,0,0,0,0,0,1,16
140402,兒童發展與家庭教育學系,D 日,B 學士,7,31,9,27,9,22,9,25,0,0,0,0,0,0,6,3
140408,幼兒與家庭教育學系,D 日,M 碩士,1,17,0,15,1,9,0,11,0,0,0,0,0,0,0,2
140408,幼兒與家庭教育學系,D 日,B 學士,4,42,5,42,1,37,3,40,0,0,0,0,0,0,0,3
140408,幼兒與家庭教育學系,N 職,M 碩士,1,18,0,0,1,9,0,0,0,0,0,0,0,0,0,2
140409,兒童教育暨事業經營學系,D 日,B 學士,6,117,2,101,10,150,3,133,0,0,0,0,0,0,2,25
140409,兒童教育暨事業經營學系,N 修,B 學士,0,43,1,45,0,38,8,38,0,0,0,0,0,0,0,3
140409,兒童教育暨事業經營學系,N 修,C 學士,0,0,0,0,0,36,2,16,0,0,0,0,0,0,0,0
140501,成人(及繼續)教育學系,D 日,D 博士,8,8,6,8,7,9,6,9,2,10,5,7,3,3,0,1
140501,成人(及繼續)教育學系,D 日,M 碩士,14,38,15,40,11,26,11,23,0,0,0,0,0,0,5,7
140501,成人(及繼續)教育學系,D 日,B 學士,3,26,7,26,11,24,5,24,0,0,0,0,0,0,2,4
140501,成人(及繼續)教育學系,N 職,M 碩士,23,30,24,28,8,22,6,17,1,16,0,0,0,0,0,0
140506,終身學習與人力資源發展碩士學位學程,N 職,M 碩士,4,11,2,12,0,9,1,7,0,5,2,2,0,0,0,0
140508,人力資源與數位學習科技研究所,D 日,M 碩士,10,17,6,14,6,9,1,2,0,0,0,0,0,0,0,1
140601,特殊教育學系,D 日,D 博士,8,16,7,14,7,11,12,6,9,10,2,8,4,11,0,0
140601,特殊教育學系,D 日,M 碩士,51,205,44,184,27,118,21,116,0,0,0,0,0,0,2,15
140601,特殊教育學系,D 日,B 學士,133,479,131,471,120,475,124,441,0,0,0,0,0,0,21,18
140601,特殊教育學系,N 職,M 碩士,11,77,5,35,7,29,4,9,2,18,0,9,0,0,0,5
140601,特殊教育學系,S 暑,M 碩士,6,56,15,88,10,30,12,50,1,9,3,29,0,0,0,0
140602,身心障礙者轉銜及休閒教育研究所,D 日,M 碩士,2,11,2,8,0,0,0,0,0,0,0,0,0,0,0,0
140701,教育行政與政策學系,D 日,M 碩士,3,7,4,12,3,5,2,5,0,0,0,0,0,0,0,0
140702,教育行政(與政策發展)研究所,D 日,D 博士,8,3,7,0,8,3,6,3,4,3,2,1,2,3,0,0
140702,教育行政(與政策發展)研究所,D 日,M 碩士,3,21,10,21,7,8,4,4,0,0,0,0,0,0,1,0
140702,教育行政(與政策發展)研究所,N 職,M 碩士,11,22,8,23,4,4,4,3,2,4,0,0,0,0,1,2
140703,教育行政與評鑑研究所,D 日,D 博士,2,8,2,4,2,7,2,4,3,2,1,3,1,1,0,0
140703,教育行政與評鑑研究所,D 日,M 碩士,1,8,4,5,1,4,0,3,0,0,0,0,0,0,1,2
140703,教育行政與評鑑研究所,N 職,M 碩士,7,29,7,15,7,4,5,10,0,0,0,0,0,0,10,11
140704,教育政策與行政學系,D 日,D 博士,6,8,8,4,5,5,4,3,3,2,0,1,1,1,1,0
140704,教育政策與行政學系,D 日,M 碩士,6,23,14,22,6,16,5,7,0,0,0,0,0,0,3,0
140704,教育政策與行政學系,D 日,B 學士,19,38,16,37,15,39,12,41,0,0,0,0,0,0,4,3
140706,教育政策與領導研究所,D 日,M 碩士,5,5,4,6,0,0,0,0,0,0,0,0,0,0,7,7
140706,教育政策與領導研究所,N 職,M 碩士,7,15,9,13,0,0,0,0,0,0,0,0,0,0,6,7
140707,教育經營與管理學系,D 日,D 博士,7,7,8,2,7,7,8,5,9,4,3,3,10,6,0,0
140707,教育經營與管理學系,D 日,M 碩士,14,14,4,18,14,16,15,15,0,0,0,0,0,0,1,0
140707,教育經營與管理學系,D 日,B 學士,9,39,11,31,9,34,9,36,0,0,0,0,0,0,1,6
140707,教育經營與管理學系,N 職,M 碩士,6,17,7,14,3,3,7,3,0,0,0,0,0,0,4,4
140707,教育經營與管理學系,S 暑,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
140708,教育領導與發展研究所,D 日,M 碩士,2,10,1,8,2,6,1,3,0,0,0,0,0,0,0,2
140708,教育領導與發展研究所,N 職,M 碩士,5,20,4,19,4,12,3,9,0,0,0,0,0,0,2,4
140709,學校行政碩士,N 職,M 碩士,9,12,7,16,10,15,1,6,4,3,0,0,0,0,0,0
140710,教育行政與管理學系,D 日,M 碩士,2,9,6,6,3,1,2,2,0,0,0,0,0,0,0,0
140710,教育行政與管理學系,D 日,B 學士,17,24,7,34,11,31,12,30,0,0,0,0,0,0,1,1
140710,教育行政與管理學系,N 職,M 碩士,10,20,13,15,1,2,0,0,1,0,1,1,0,0,0,0
140711,教育領導與評鑑研究所,D 日,M 碩士,2,9,6,14,2,3,3,3,0,0,0,0,0,0,0,0
140711,教育領導與評鑑研究所,N 職,M 碩士,2,13,2,10,3,2,0,0,0,0,0,0,0,0,0,0
140712,高等教育經營管理學位學程,D 日,M 碩士,1,6,3,2,1,2,0,0,0,0,0,0,0,0,0,0
140713,教育領導與管理發展學位學程,D 日,M 碩士,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
140714,教育領導與科技管理研究所,D 日,D 博士,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
140801,教育科技學系,D 日,M 碩士,3,5,2,5,0,0,0,0,0,0,0,0,0,0,11,9
140801,教育科技學系,D 日,B 學士,30,92,32,93,13,51,24,48,0,0,0,0,0,0,1,9
140801,教育科技學系,N 職,M 碩士,14,28,12,26,0,0,0,0,0,0,0,0,0,0,19,28
140804,(數位)學習科技學系,D 日,D 博士,7,0,2,2,3,1,1,1,0,3,3,0,1,1,0,0
140804,(數位)學習科技學系,D 日,M 碩士,16,5,13,5,10,2,0,0,0,0,0,0,0,0,0,0
140804,(數位)學習科技學系,D 日,B 學士,20,23,27,15,26,14,18,22,0,0,0,0,0,0,5,2
140804,(數位)學習科技學系,N 職,M 碩士,19,9,12,7,10,5,4,1,1,0,1,0,0,0,0,0
140805,網路學習科技研究所,D 日,D 博士,6,3,3,0,3,0,4,2,3,1,1,1,1,0,0,0
140805,網路學習科技研究所,D 日,M 碩士,9,7,9,7,1,0,0,0,0,0,0,0,0,0,0,0
140806,數位學習(設計與管理)學系,D 日,M 碩士,1,6,5,7,7,3,3,4,0,0,0,0,0,0,1,1
140806,數位學習(設計與管理)學系,D 日,B 學士,12,33,15,34,8,34,13,29,0,0,0,0,0,0,3,2
140806,數位學習(設計與管理)學系,N 職,M 碩士,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
140806,數位學習(設計與管理)學系,S 暑,M 碩士,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
140809,課程教學與科技研究所,D 日,M 碩士,3,5,3,6,5,3,0,1,0,0,0,0,0,0,1,3
140811,教學專業發展碩士,N 職,M 碩士,4,26,3,27,2,7,3,8,0,0,0,0,0,0,0,0
140812,數位學習與教育研究所,D 日,D 博士,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
140812,數位學習與教育研究所,D 日,M 碩士,3,19,5,11,2,5,1,2,0,0,0,0,0,0,0,0
140812,數位學習與教育研究所,N 職,M 碩士,2,13,6,12,0,3,0,0,0,0,0,0,0,0,0,0
140813,數位媒體與文教產業學系,D 日,B 學士,7,38,9,30,12,21,12,27,0,0,0,0,0,0,0,0
140814,學習與媒材設計學系,D 日,M 碩士,1,10,2,15,0,12,3,6,0,0,0,0,0,0,0,4
140814,學習與媒材設計學系,D 日,B 學士,9,37,8,29,4,16,3,17,0,0,0,0,0,0,0,0
140814,學習與媒材設計學系,N 職,M 碩士,2,48,1,26,2,24,1,5,0,0,0,0,0,0,1,4
140815,課程與教學傳播科技研究所,D 日,D 博士,1,4,1,3,0,5,1,1,3,3,1,3,4,4,0,0
140815,課程與教學傳播科技研究所,D 日,M 碩士,11,19,1,21,7,16,2,8,0,0,0,0,0,0,1,0
140815,課程與教學傳播科技研究所,N 職,M 碩士,6,31,2,17,3,16,2,2,0,0,0,0,0,0,5,3
140902,教育資訊與測驗統計研究所,D 日,D 博士,7,2,3,1,8,0,7,2,3,1,4,0,0,1,1,0
140902,教育資訊與測驗統計研究所,D 日,M 碩士,4,7,4,6,3,2,3,2,0,0,0,0,0,0,0,0
140902,教育資訊與測驗統計研究所,N 職,M 碩士,4,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0
140902,教育資訊與測驗統計研究所,S 暑,M 碩士,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
149903,性別教育研究所,D 日,D 博士,1,1,0,2,1,2,1,2,0,0,0,0,0,0,0,0
149903,性別教育研究所,D 日,M 碩士,3,11,4,12,5,6,0,6,0,0,0,0,0,0,0,2
149907,教育學院,N 職,M 碩士,5,20,3,12,1,3,0,6,0,2,0,1,0,0,0,0
149909,科技應用與人力資源發展學系,D 日,D 博士,4,5,4,4,4,1,2,3,1,3,7,2,2,1,0,0
149909,科技應用與人力資源發展學系,D 日,M 碩士,15,14,7,19,4,5,0,1,0,0,0,0,0,0,0,0
149909,科技應用與人力資源發展學系,D 日,B 學士,41,19,34,20,31,27,28,24,0,0,0,0,0,0,10,3
149909,科技應用與人力資源發展學系,N 職,M 碩士,4,16,2,13,4,16,2,6,0,1,1,0,0,0,0,0
149910,教育視導與評鑑學位學程,N 職,M 碩士,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0
149911,科普傳播學系,D 日,M 碩士,6,8,5,10,7,7,3,3,0,0,0,0,0,0,0,0
149911,科普傳播學系,D 日,B 學士,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149911,科普傳播學系,N 職,M 碩士,5,6,1,6,4,3,2,1,2,2,0,0,0,0,0,0
210101,(應用)美術學系,D 日,D 博士,11,8,13,10,5,11,9,12,9,7,6,6,5,3,0,0
210101,(應用)美術學系,D 日,M 碩士,62,159,72,146,51,124,46,76,0,0,0,0,0,0,2,10
210101,(應用)美術學系,D 日,B 學士,165,481,156,454,162,423,141,416,0,0,0,0,0,0,46,80
210101,(應用)美術學系,D 日,C 學士,0,0,0,0,22,67,28,66,0,0,0,0,0,0,0,5
210101,(應用)美術科,D 日,5 五專,27,86,40,69,44,70,25,78,26,85,0,0,0,0,0,0
210101,(應用)美術學系,N 職,M 碩士,24,74,34,79,21,47,13,37,7,22,1,15,0,0,4,6
210101,(應用)美術學系,N 修,B 學士,9,12,6,8,6,5,9,7,0,0,0,0,0,0,0,5
210101,(應用)美術學系,N 修,C 學士,0,0,0,0,11,24,7,26,0,0,0,0,0,0,1,4
210101,(應用)美術學系,P 進,B 學士,39,80,45,84,40,85,33,87,17,24,0,0,0,0,21,25
210101,(應用)美術學系,S 暑,M 碩士,5,13,10,13,4,20,7,11,2,2,0,1,0,0,0,0
210104,書畫藝術學系,D 日,D 博士,5,3,4,1,3,1,4,1,0,0,0,0,0,0,0,0
210104,書畫藝術學系,D 日,M 碩士,8,15,7,12,4,17,7,10,0,0,0,0,0,0,0,0
210104,書畫藝術學系,D 日,B 學士,17,43,15,46,11,53,9,42,0,0,0,0,0,0,1,4
210104,書畫藝術學系,N 職,M 碩士,7,10,4,11,7,10,2,7,2,3,0,1,0,0,0,0
210104,書畫藝術學系,N 修,C 學士,0,0,0,0,4,20,3,21,0,0,0,0,0,0,0,5
210104,書畫藝術學系,P 進,B 學士,7,23,8,20,12,16,9,20,0,0,0,0,0,0,2,8
210105,美術產業(發展)學系,D 日,B 學士,14,35,10,41,5,40,12,27,0,0,0,0,0,0,1,6
210105,美術產業(發展)學系,N 職,M 碩士,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2
210107,美術與文創學系,D 日,M 碩士,2,10,6,11,4,8,4,2,0,0,0,0,0,0,0,0
210107,美術與文創學系,D 日,B 學士,17,56,20,48,23,37,16,48,0,0,0,0,0,0,8,9
210108,攝影學位學程,D 日,B 學士,10,8,14,3,0,0,0,0,0,0,0,0,0,0,0,0
210201,雕塑學系,D 日,M 碩士,4,3,6,1,7,1,2,2,0,0,0,0,0,0,0,0
210201,雕塑學系,D 日,B 學士,19,19,17,17,15,20,19,13,0,0,0,0,0,0,5,9
210301,美術工藝系,D 日,M 碩士,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210301,美術工藝系,D 日,B 學士,20,35,17,53,34,53,21,35,0,0,0,0,0,0,1,3
210301,美術工藝系,D 日,C 學士,0,0,0,0,13,13,8,7,0,0,0,0,0,0,0,0
210301,美術工藝科,D 日,5 五專,44,64,38,71,62,76,34,81,33,46,0,0,0,0,2,2
210301,美術工藝系,N 修,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
210302,工藝設計學系,D 日,M 碩士,5,9,2,6,1,4,2,8,0,0,0,0,0,0,0,0
210302,工藝設計學系,D 日,B 學士,9,25,11,22,0,33,3,30,0,0,0,0,0,0,0,10
210302,工藝設計學系,N 職,M 碩士,4,3,2,5,3,3,5,1,0,1,0,2,0,0,0,0
