科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
480102,資訊科技與管理系,N 修,C 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
480109,資訊管理(技術)學系,D 日,D 博士,50,16,30,12,41,16,41,22,26,11,28,17,38,12,2,1
480109,資訊管理(技術)學系,D 日,M 碩士,742,404,728,380,225,68,73,14,0,0,0,0,0,0,31,13
480109,資訊管理(技術)學系,D 日,B 學士,5446,2677,5121,2680,5272,2841,5218,3055,0,0,0,0,0,0,1066,286
480109,資訊管理(技術)學系,D 日,C 學士,0,0,0,0,162,123,130,127,4,1,0,0,0,0,14,2
480109,資訊管理科,D 日,2 二專,60,25,63,39,0,0,0,0,0,0,0,0,0,0,3,8
480109,資訊管理科,D 日,5 五專,198,116,245,186,274,216,319,252,329,353,0,0,0,0,31,16
480109,資訊管理(技術)學系,N 職,M 碩士,446,277,436,213,160,38,82,23,38,17,22,5,0,0,57,7
480109,資訊管理(技術)學系,N 修,B 學士,1122,626,1043,526,1287,659,1425,785,0,0,0,0,0,0,456,202
480109,資訊管理(技術)學系,N 修,C 學士,0,0,0,0,211,135,239,126,1,0,0,0,0,0,24,10
480109,資訊管理科,N 修,2 二專,125,99,113,114,0,25,0,0,0,0,0,0,0,0,15,10
480109,資訊管理(技術)學系,P 進,B 學士,111,67,140,60,116,65,120,70,0,0,0,0,0,0,33,14
480110,資訊工程與娛樂科技系,D 日,B 學士,39,3,39,3,0,0,0,0,0,0,0,0,0,0,0,0
480201,資訊網路(技術)系,D 日,B 學士,193,35,175,35,191,21,149,15,0,0,0,0,0,0,34,3
480201,資訊網路(技術)系,N 修,B 學士,23,2,39,3,29,3,54,8,0,0,0,0,0,0,17,2
480202,資訊網路與多媒體研究所,D 日,D 博士,12,2,10,1,9,0,4,2,3,1,7,1,4,1,0,0
480202,資訊網路與多媒體研究所,D 日,M 碩士,40,8,37,10,2,2,2,0,0,0,0,0,0,0,0,0
480206,多媒體網路通訊數位學系,N 職,M 碩士,18,7,15,4,14,4,0,0,0,0,0,0,0,0,5,1
480207,網路與資訊系統學位學程,D 日,D 博士,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
480301,多媒體(與)遊戲發展科學系,D 日,M 碩士,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480301,多媒體(與)遊戲發展科學系,D 日,B 學士,212,66,175,75,233,65,257,73,0,0,0,0,0,0,53,12
480301,多媒體(與)遊戲發展科學系,D 日,C 學士,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
480301,多媒體(與)遊戲發展科學系,N 修,B 學士,63,13,64,26,83,27,84,20,0,0,0,0,0,0,13,2
480302,多媒體與電腦娛樂科學系,D 日,M 碩士,16,4,14,1,12,2,6,0,0,0,0,0,0,0,0,0
480302,多媒體與電腦娛樂科學系,D 日,B 學士,64,46,71,43,62,41,77,41,0,0,0,0,0,0,20,6
480302,多媒體與電腦娛樂科學系,N 修,B 學士,27,11,23,3,31,16,24,10,0,0,0,0,0,0,7,7
480303,多媒體工程研究所,D 日,M 碩士,34,16,36,12,20,10,7,2,0,0,0,0,0,0,0,0
480306,軟體工程學系,D 日,B 學士,20,8,18,14,16,10,18,9,0,0,0,0,0,0,0,0
480309,多媒體(與)遊戲設計系,D 日,B 學士,66,51,67,48,28,22,0,0,0,0,0,0,0,0,0,0
480309,多媒體(與)遊戲設計系,N 修,B 學士,37,11,33,13,0,0,0,0,0,0,0,0,0,0,0,0
480310,資訊創新與科技學系,D 日,B 學士,70,32,50,19,27,21,37,21,0,0,0,0,0,0,5,3
480311,數位娛樂與遊戲設計學系,D 日,B 學士,34,4,21,4,57,11,53,2,0,0,0,0,0,0,18,1
480312,應用遊戲科技系,D 日,B 學士,26,2,38,3,24,3,35,1,0,0,0,0,0,0,5,0
480313,數位多媒體系,D 日,B 學士,67,17,82,35,77,23,33,9,0,0,0,0,0,0,4,0
480313,數位多媒體科,D 日,5 五專,47,23,78,23,78,26,62,26,90,8,0,0,0,0,5,0
480313,數位多媒體系,N 修,B 學士,0,0,0,0,4,2,17,7,0,0,0,0,0,0,0,0
480314,軟體工程與數位創意學位學程,P 進,B 學士,33,14,34,13,32,10,0,0,0,0,0,0,0,0,0,0
480315,多媒體動畫應用系,D 日,B 學士,45,9,45,18,49,10,24,2,0,0,0,0,0,0,15,0
480316,資訊應用與管理系,D 日,B 學士,27,9,33,7,0,0,0,0,0,0,0,0,0,0,0,0
480316,資訊應用與管理系,N 修,B 學士,17,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0
480401,資訊系統與應用研究所,D 日,D 博士,2,0,0,0,4,1,6,0,0,0,1,2,3,2,0,0
480401,資訊系統與應用研究所,D 日,M 碩士,28,22,25,10,9,1,7,3,0,0,0,0,0,0,0,0
480501,電腦應用工程系,D 日,M 碩士,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0
480501,電腦應用工程系,D 日,B 學士,0,0,13,0,12,2,13,1,0,0,0,0,0,0,7,1
480501,電腦應用工程系,D 日,C 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
480501,電腦應用工程科,D 日,5 五專,0,0,13,1,26,1,17,2,19,1,0,0,0,0,8,0
480501,電腦應用工程系,N 修,B 學士,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0
480503,資訊(科技)(與)應用學系,D 日,M 碩士,23,7,14,7,8,5,2,5,0,0,0,0,0,0,0,0
480503,資訊(科技)(與)應用學系,D 日,B 學士,147,37,215,47,175,38,194,60,0,0,0,0,0,0,35,5
480503,資訊應用科,D 日,5 五專,20,29,8,13,25,22,22,22,25,21,0,0,0,0,0,0
480503,資訊(科技)(與)應用學系,N 職,M 碩士,27,20,21,12,3,0,4,0,0,0,0,0,0,0,5,1
480503,資訊(科技)(與)應用學系,N 修,B 學士,0,0,0,0,0,0,10,2,0,0,0,0,0,0,3,0
480503,資訊(科技)(與)應用學系,P 進,B 學士,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
480505,數位內容(科技)(與)(管理)學系,D 日,M 碩士,11,15,6,13,12,6,5,9,0,0,0,0,0,0,0,1
480505,數位內容(科技)(與)(管理)學系,D 日,B 學士,24,21,29,26,33,20,31,18,0,0,0,0,0,0,21,1
480505,數位內容(科技)(與)(管理)學系,N 職,M 碩士,6,10,6,4,3,1,3,0,0,0,0,0,0,0,4,1
480505,數位內容(科技)(與)(管理)學系,N 修,B 學士,0,0,0,0,2,3,11,4,0,0,0,0,0,0,3,0
480505,數位內容(科技)(與)(管理)學系,N 修,C 學士,0,0,0,0,45,24,0,0,0,0,0,0,0,0,0,0
480505,數位內容科技科,N 修,2 二專,36,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480507,資訊模擬與設計學系,D 日,B 學士,58,57,49,54,46,62,42,51,0,0,0,0,0,0,4,3
480513,應用空間資訊系,D 日,M 碩士,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0
480513,應用空間資訊系,D 日,B 學士,127,77,128,73,149,55,124,47,0,0,0,0,0,0,31,7
480513,應用空間資訊系,N 修,B 學士,15,7,7,6,12,5,24,7,0,0,0,0,0,0,1,0
480516,多媒體(與)動畫設計學系,D 日,B 學士,62,36,29,23,23,20,8,14,0,0,0,0,0,0,4,5
480517,數位應用學系,D 日,M 碩士,4,5,3,5,5,0,2,0,0,0,0,0,0,0,0,0
480517,數位應用學系,D 日,B 學士,15,6,30,4,8,3,13,1,0,0,0,0,0,0,4,0
480517,數位應用學系,P 進,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
480519,資訊多媒體應用學系,D 日,M 碩士,5,4,7,2,1,0,1,2,0,0,0,0,0,0,0,0
480519,資訊多媒體應用學系,D 日,B 學士,174,117,158,94,167,61,155,50,0,0,0,0,0,0,33,5
480519,資訊多媒體應用學系,N 修,B 學士,22,4,12,4,15,1,19,4,0,0,0,0,0,0,2,0
480521,資訊與多媒體設計學系,D 日,B 學士,52,12,43,13,47,13,23,10,0,0,0,0,0,0,2,1
480521,資訊與多媒體設計學系,P 進,B 學士,0,0,13,3,0,0,0,0,0,0,0,0,0,0,1,0
480522,網路多媒體設計學系,D 日,B 學士,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
480522,網路多媒體設計學系,P 進,B 學士,0,0,0,0,2,0,6,2,0,0,0,0,0,0,1,0
480523,數位生活創意系,D 日,B 學士,21,10,51,26,36,24,38,14,0,0,0,0,0,0,9,1
480523,數位生活創意科,D 日,5 五專,2,3,9,1,15,4,9,3,10,3,0,0,0,0,0,0
480523,數位生活創意系,N 修,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
480523,數位生活創意系,N 修,C 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
480524,多媒體數位內容學位學程,D 日,B 學士,30,26,36,24,28,18,26,12,0,0,0,0,0,0,0,0
480524,多媒體數位內容學位學程,P 進,B 學士,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480525,數位內容創作學位學程,D 日,B 學士,24,25,22,15,14,19,16,11,0,0,0,0,0,0,0,0
480526,資訊與決策科學研究所,D 日,M 碩士,11,17,8,4,1,1,1,0,0,0,0,0,0,0,0,0
480527,空間資訊應用學位學程,D 日,B 學士,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0
480528,數位內容應用與管理系,D 日,B 學士,27,57,30,56,30,47,17,36,0,0,0,0,0,0,4,10
480529,數位內容設計與管理學系,D 日,M 碩士,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
480529,數位內容設計與管理學系,D 日,B 學士,0,0,4,3,5,2,2,0,0,0,0,0,0,0,3,0
480529,數位內容設計與管理學系,P 進,B 學士,0,0,5,3,18,4,19,2,0,0,0,0,0,0,1,0
480530,行動科技學系,D 日,B 學士,17,4,5,0,6,3,0,0,0,0,0,0,0,0,0,0
480531,多媒體系統與智慧型運算工程學位學程,D 日,D 博士,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
480532,行動多媒體設計學位學程,D 日,B 學士,11,13,12,2,0,0,0,0,0,0,0,0,0,0,0,0
480599,科技學院,P 進,B 學士,29,6,14,1,0,0,0,0,0,0,0,0,0,0,0,0
489901,電腦與智慧型機器人學位學程,D 日,B 學士,0,0,30,3,27,6,30,6,0,0,0,0,0,0,3,0
489902,健康產業資訊科技系,D 日,B 學士,0,0,0,0,0,0,21,3,0,0,0,0,0,0,1,0
489902,健康產業資訊科技系,N 修,B 學士,0,0,0,0,0,0,8,2,0,0,0,0,0,0,2,0
489903,醫護資訊學位學程,D 日,B 學士,17,19,16,8,0,0,0,0,0,0,0,0,0,0,0,0
489977,資訊類產學專班,D 日,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
489977,資訊類產學專班,N 修,B 學士,39,6,15,2,0,0,0,0,0,0,0,0,0,0,0,0
489977,資訊類產學專班,N 修,C 學士,0,0,0,0,11,8,2,17,0,0,0,0,0,0,0,0
489977,資訊類產學專班,N 修,2 二專,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
520101,電機(與控制)工程學系,D 日,D 博士,186,20,179,13,169,18,163,12,165,12,138,6,131,10,26,1
520101,電機(與控制)工程學系,D 日,M 碩士,2037,189,1887,174,613,54,144,11,0,0,0,0,0,0,44,2
520101,電機(與控制)工程學系,D 日,B 學士,5782,387,5703,425,5748,434,5690,366,0,0,0,0,0,0,844,31
520101,電機(與控制)工程學系,D 日,C 學士,0,0,0,0,47,3,77,1,0,0,0,0,0,0,5,1
520101,電機工程科,D 日,2 二專,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0
520101,電機工程科,D 日,5 五專,181,6,249,6,235,5,229,3,203,8,0,0,0,0,14,0
520101,電機(與控制)工程學系,N 職,D 博士,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0
520101,電機(與控制)工程學系,N 職,M 碩士,312,16,306,9,180,9,138,5,50,2,12,0,0,0,75,2
520101,電機(與控制)工程學系,N 修,B 學士,986,24,851,20,838,21,913,22,0,0,0,0,0,0,219,1
520101,電機(與控制)工程學系,N 修,C 學士,0,0,0,0,101,6,94,3,8,1,0,0,0,0,9,0
520101,電機工程科,N 修,2 二專,37,1,64,1,0,0,0,0,0,0,0,0,0,0,3,0
520101,電機(與控制)工程學系,P 進,B 學士,131,7,95,7,70,8,77,7,0,0,0,0,0,0,18,1
520102,電機與通訊工程研究所,D 日,D 博士,7,0,7,0,8,1,4,0,4,0,10,0,6,0,0,0
520103,(微)電子(工程)學系,D 日,D 博士,145,13,164,16,125,19,125,13,109,7,88,5,59,4,11,0
520103,(微)電子(工程)學系,D 日,M 碩士,1174,152,1169,135,386,36,86,7,0,0,0,0,0,0,2,0
520103,(微)電子(工程)學系,D 日,B 學士,3881,361,3749,353,3676,339,4006,364,0,0,0,0,0,0,591,24
520103,(微)電子(工程)學系,D 日,C 學士,0,0,0,0,59,6,82,13,0,0,0,0,0,0,7,2
520103,電子工程科,D 日,5 五專,44,5,72,3,145,15,117,9,164,15,0,0,0,0,20,4
520103,(微)電子(工程)學系,N 職,M 碩士,114,15,138,22,86,2,65,4,10,0,10,0,0,0,7,1
520103,(微)電子(工程)學系,N 修,B 學士,400,39,321,24,378,32,475,40,0,0,0,0,0,0,221,8
520103,(微)電子(工程)學系,N 修,C 學士,0,0,0,0,73,9,105,10,5,0,0,0,0,0,12,0
520103,(微)電子(工程)學系,P 進,B 學士,19,3,17,3,19,6,23,2,0,0,0,0,0,0,16,4
520104,電子與資訊(工程)系,D 日,B 學士,0,0,0,0,6,0,26,0,0,0,0,0,0,0,0,0
520104,電子與資訊(工程)系,N 修,B 學士,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0
520105,光電(技術)學系,D 日,M 碩士,12,2,15,2,3,1,1,0,0,0,0,0,0,0,0,0
520105,光電(技術)學系,D 日,B 學士,92,17,86,21,95,12,83,8,0,0,0,0,0,0,12,1
520106,光電(科學與)工程學系,D 日,D 博士,66,4,53,6,70,7,53,6,60,7,38,2,26,5,1,0
520106,光電(科學與)工程學系,D 日,M 碩士,561,70,517,75,130,16,25,2,0,0,0,0,0,0,1,0
520106,光電(科學與)工程學系,D 日,B 學士,648,70,663,67,702,60,798,71,0,0,0,0,0,0,93,4
520106,光電(科學與)工程學系,N 職,M 碩士,32,4,35,3,26,1,11,0,8,0,1,0,0,0,0,0
520106,光電(科學與)工程學系,N 修,B 學士,20,0,10,0,22,0,35,5,0,0,0,0,0,0,10,2
520106,光電(科學與)工程學系,N 修,C 學士,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0
520108,光電科技(學)研究所,D 日,D 博士,6,0,7,1,2,1,2,0,1,0,0,0,1,0,0,0
520108,光電科技(學)研究所,D 日,M 碩士,59,6,76,8,8,0,0,0,0,0,0,0,0,0,0,0
520108,光電科技(學)研究所,N 職,M 碩士,39,1,35,5,23,0,11,0,6,0,3,0,0,0,2,0
520110,顯示科技研究所,D 日,M 碩士,16,2,15,1,10,0,1,0,0,0,0,0,0,0,0,0
520112,航空電子系,D 日,B 學士,74,3,71,2,34,1,51,0,0,0,0,0,0,0,5,0
520112,航空電子系,N 修,B 學士,15,4,19,3,1,1,5,1,0,0,0,0,0,0,0,0
520114,資訊工程學系,D 日,D 博士,115,20,102,11,104,21,101,7,92,13,92,10,106,11,22,2
520114,資訊工程學系,D 日,M 碩士,1475,294,1470,259,483,66,153,20,0,0,0,0,0,0,42,4
520114,資訊工程學系,D 日,B 學士,5234,815,5215,732,5176,738,5098,788,0,0,0,0,0,0,1113,89
520114,資訊工程學系,D 日,C 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520114,資訊工程科,D 日,2 二專,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
520114,資訊工程科,D 日,5 五專,46,9,71,12,93,14,67,8,45,7,0,0,0,0,11,0
520114,資訊工程學系,N 職,M 碩士,190,91,175,70,97,14,66,8,23,2,17,0,0,0,56,2
520114,資訊工程學系,N 修,B 學士,451,55,418,37,427,38,534,33,0,0,0,0,0,0,213,16
520114,資訊工程學系,N 修,C 學士,0,0,0,0,1,0,7,2,0,0,0,0,0,0,1,0
520114,資訊工程科,N 修,2 二專,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0
520114,資訊工程學系,P 進,B 學士,161,33,135,29,122,26,115,50,18,4,0,0,0,0,58,11
520114,資訊工程學系,S 暑,M 碩士,0,0,0,0,3,1,1,0,4,0,1,4,0,0,0,0
520116,資訊科學學系,D 日,D 博士,1,2,1,0,3,0,2,0,2,0,3,0,0,0,0,0
520116,資訊科學學系,D 日,M 碩士,63,18,61,18,32,14,14,3,0,0,0,0,0,0,0,0
520116,資訊科學學系,D 日,B 學士,142,41,116,47,120,44,114,50,0,0,0,0,0,0,20,4
520116,資訊科學學系,N 職,M 碩士,43,19,45,13,18,5,12,2,4,0,0,0,0,0,0,0
520117,(資訊)網路工程系,D 日,M 碩士,47,6,40,8,20,7,5,0,0,0,0,0,0,0,0,0
520117,(資訊)網路工程系,D 日,B 學士,113,5,94,7,94,8,93,11,0,0,0,0,0,0,12,0
520117,(資訊)網路工程系,N 修,B 學士,74,6,41,4,49,5,63,5,0,0,0,0,0,0,13,0
520119,資訊科學與工程學系,D 日,D 博士,26,13,34,7,28,0,38,6,42,3,30,2,30,7,5,1
520119,資訊科學與工程學系,D 日,M 碩士,177,35,151,30,87,9,11,3,0,0,0,0,0,0,0,0
520119,資訊科學與工程學系,D 日,B 學士,32,9,35,9,37,7,37,4,0,0,0,0,0,0,8,0
520119,資訊科學與工程學系,N 職,M 碩士,22,1,27,6,26,1,17,4,13,2,0,0,0,0,0,0
520120,資訊學系,D 日,M 碩士,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
520120,資訊學系,D 日,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
520120,資訊學系,N 職,M 碩士,1,1,6,0,6,0,22,3,0,0,0,0,0,0,0,0
520121,自動化(控制)工程系,D 日,M 碩士,19,0,15,2,11,0,3,0,0,0,0,0,0,0,0,0
520121,自動化(控制)工程系,D 日,B 學士,214,8,201,6,224,8,220,10,0,0,0,0,0,0,33,0
520121,自動化(控制)工程系,D 日,C 學士,0,0,0,0,14,3,12,2,0,0,0,0,0,0,0,0
520121,自動化(控制)工程科,D 日,5 五專,21,1,31,1,43,2,37,2,36,1,0,0,0,0,5,1
520121,自動化(控制)工程系,N 修,B 學士,34,2,48,1,47,4,61,3,0,0,0,0,0,0,10,0
520122,電資系,D 日,M 碩士,15,0,14,1,4,0,7,0,0,0,0,0,0,0,0,0
520122,電資系,D 日,B 學士,16,6,27,4,30,5,26,9,0,0,0,0,0,0,1,0
520122,電資系,N 職,M 碩士,0,0,0,0,11,2,9,1,0,0,0,0,0,0,0,0
520123,電信工程學系,D 日,D 博士,24,2,27,2,23,5,32,4,26,4,26,1,30,2,4,0
520123,電信工程學系,D 日,M 碩士,200,27,203,37,91,10,8,0,0,0,0,0,0,0,0,0
520123,電信工程學系,D 日,B 學士,46,1,43,2,37,5,38,3,0,0,0,0,0,0,1,0
520124,電訊工程學系,D 日,M 碩士,8,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0
520124,電訊工程學系,D 日,B 學士,49,1,50,2,51,7,61,2,0,0,0,0,0,0,11,0
520124,電訊工程學系,D 日,C 學士,0,0,0,0,11,1,10,0,0,0,0,0,0,0,7,0
520124,電訊工程學系,N 修,B 學士,45,3,41,3,38,5,42,8,0,0,0,0,0,0,16,1
520125,通訊與導航工程學系,D 日,M 碩士,26,4,27,3,7,2,1,0,0,0,0,0,0,0,0,0
520125,通訊與導航工程學系,D 日,B 學士,45,4,42,9,44,4,35,10,0,0,0,0,0,0,2,0
520126,(光電與)通訊(工程)學系,D 日,D 博士,11,2,11,1,11,0,17,0,10,1,17,1,15,1,0,0
520126,(光電與)通訊(工程)學系,D 日,M 碩士,262,45,310,43,79,10,13,1,0,0,0,0,0,0,18,2
520126,(光電與)通訊(工程)學系,D 日,B 學士,554,100,548,80,534,78,473,88,0,0,0,0,0,0,99,8
520126,(光電與)通訊(工程)學系,N 職,M 碩士,44,5,53,6,34,0,23,1,16,0,5,0,0,0,0,0
520126,(光電與)通訊(工程)學系,N 修,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
520128,資訊科技與(行動)通訊學系,D 日,B 學士,70,30,71,18,91,26,109,23,0,0,0,0,0,0,10,0
520128,資訊科技與(行動)通訊科,D 日,5 五專,0,0,0,0,62,15,64,7,35,6,0,0,0,0,0,0
520128,資訊科技與(行動)通訊學系,N 修,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
520130,電腦(與)通訊(工程)學系,D 日,M 碩士,54,4,47,4,11,2,4,0,0,0,0,0,0,0,2,0
520130,電腦(與)通訊(工程)學系,D 日,B 學士,642,62,579,69,556,53,630,67,0,0,0,0,0,0,99,4
520130,電腦(與)通訊(工程)學系,D 日,C 學士,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
520130,電腦(與)通訊(工程)學系,N 職,M 碩士,9,0,13,3,20,1,8,0,0,0,0,0,0,0,6,1
520130,電腦(與)通訊(工程)學系,N 修,B 學士,56,5,44,2,43,4,66,8,0,0,0,0,0,0,26,1
520135,電機電力(工程)學系,D 日,M 碩士,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
520140,電機與能源(科技)系,D 日,B 學士,26,0,24,1,33,0,39,0,0,0,0,0,0,0,4,0
520140,電機與能源(科技)系,N 修,B 學士,21,0,19,0,27,1,31,1,0,0,0,0,0,0,3,0
520143,光電物理學系,D 日,B 學士,47,4,42,5,30,5,35,2,0,0,0,0,0,0,13,0
520149,光電系統工程系,D 日,M 碩士,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
520149,光電系統工程系,D 日,B 學士,117,3,112,7,93,8,105,8,0,0,0,0,0,0,17,0
520149,光電系統工程系,N 修,B 學士,0,0,0,0,10,0,16,1,0,0,0,0,0,0,9,1
520154,自動控制工程學系,D 日,M 碩士,22,1,23,0,5,0,2,0,0,0,0,0,0,0,0,0
520154,自動控制工程學系,D 日,B 學士,101,8,118,10,98,9,98,14,0,0,0,0,0,0,23,0
520155,平面顯示技術碩士,N 職,M 碩士,0,0,3,0,12,5,14,2,0,0,0,0,0,0,8,1
520160,通訊資訊碩士,N 職,M 碩士,13,5,0,0,4,1,7,1,0,0,0,0,0,0,0,0
520161,電機(與)電子工程學系,D 日,M 碩士,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
520161,電機(與)電子工程學系,D 日,B 學士,26,0,28,0,46,0,25,1,0,0,0,0,0,0,6,0
520161,電機與電子工程科,D 日,5 五專,9,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0
520161,電機(與)電子工程學系,N 修,B 學士,19,6,5,0,14,1,23,0,0,0,0,0,0,0,3,0
520161,電機(與)電子工程學系,N 修,C 學士,0,0,0,0,114,20,40,5,0,0,0,0,0,0,0,0
520161,電機與電子工程科,N 修,2 二專,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520162,影像顯示(科技)(技術)學系,D 日,B 學士,0,0,0,0,0,0,37,1,0,0,0,0,0,0,3,0
520164,資訊與(網路)通訊系,D 日,M 碩士,23,1,33,0,16,0,6,0,0,0,0,0,0,0,12,0
520164,資訊與(網路)通訊系,D 日,B 學士,225,22,277,18,258,4,300,13,0,0,0,0,0,0,39,2
520164,資訊與(網路)通訊系,N 修,B 學士,10,1,25,1,28,2,31,4,0,0,0,0,0,0,15,0
520167,資訊電機工程研究所,N 職,M 碩士,16,2,28,1,14,0,17,1,17,1,0,0,0,0,0,0
520168,電腦與通信(工程)研究所,D 日,D 博士,6,0,10,0,8,0,14,1,10,1,15,3,23,0,0,0
520168,電腦與通信(工程)研究所,D 日,M 碩士,89,18,89,11,20,2,7,0,0,0,0,0,0,0,0,0
520169,製造資訊與系統研究所,D 日,D 博士,4,0,1,0,6,3,2,2,6,2,4,0,2,0,0,0
520169,製造資訊與系統研究所,D 日,M 碩士,26,2,21,6,4,2,2,0,0,0,0,0,0,0,0,0
520170,電控工程研究所,D 日,D 博士,14,2,9,0,8,1,7,0,12,1,12,1,12,1,1,0
520170,電控工程研究所,D 日,M 碩士,72,10,65,10,27,3,3,0,0,0,0,0,0,0,0,0
520171,光電系統研究所,D 日,D 博士,5,0,6,0,6,0,2,0,2,0,0,1,0,0,0,0
520171,光電系統研究所,D 日,M 碩士,30,2,30,1,12,3,0,0,0,0,0,0,0,0,0,0
520172,色彩與照明科技研究所,D 日,M 碩士,11,5,8,5,2,1,0,0,0,0,0,0,0,0,0,0
520173,電機與資訊技術系,D 日,B 學士,64,1,60,4,63,5,34,1,0,0,0,0,0,0,7,0
520173,電機與資訊技術系,D 日,C 學士,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0,0
520173,電機與資訊技術科,D 日,5 五專,77,4,63,2,82,7,87,5,72,4,0,0,0,0,3,1
520173,電機與資訊技術系,N 修,B 學士,25,0,10,2,15,0,23,0,0,0,0,0,0,0,1,0
520174,奈米積體電路工程學位學程,D 日,M 碩士,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520175,海下科技研究所,D 日,M 碩士,6,1,7,1,4,2,1,2,0,0,0,0,0,0,0,0
520176,光電能源與視覺科技研究所,N 職,M 碩士,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520178,社群網路與人智計算學位學程,D 日,D 博士,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520188,電資類產業研發專班,D 日,M 碩士,71,11,52,10,26,10,19,1,0,0,0,0,0,0,0,0
520188,電資類產業研發專班,N 職,M 碩士,8,0,8,1,12,0,5,0,0,0,0,0,0,0,0,0
520196,電機(資訊)學院,D 日,D 博士,13,4,7,0,3,1,1,0,0,0,0,0,0,0,0,0
520196,電機(資訊)學院,D 日,M 碩士,41,14,23,6,8,2,1,1,0,0,0,0,0,0,0,0
520196,電機(資訊)學院,D 日,B 學士,53,9,53,5,47,4,46,7,0,0,0,0,0,0,1,0
520196,電機(資訊)學院,N 職,M 碩士,10,0,47,7,41,2,30,3,0,0,0,0,0,0,26,2
520197,機電學士班,D 日,B 學士,28,7,34,2,0,0,0,0,0,0,0,0,0,0,0,0
520198,電機資訊學位學程,D 日,B 學士,70,11,84,8,82,12,51,7,0,0,0,0,0,0,3,0
520199,資訊(電機)學院(不分系),D 日,M 碩士,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520199,資訊(電機)學院(不分系),D 日,B 學士,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520199,資訊(電機)學院(不分系),N 職,M 碩士,32,12,24,9,22,5,15,4,0,0,0,0,0,0,21,3
520199,資訊(電機)學院(不分系),P 進,B 學士,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520201,(動力)機械工程學系,D 日,D 博士,148,12,127,13,135,10,144,9,122,10,93,7,90,6,4,0
520201,(動力)機械工程學系,D 日,M 碩士,1468,172,1465,149,350,29,94,7,0,0,0,0,0,0,24,2
520201,(動力)機械工程學系,D 日,B 學士,5290,375,5115,362,5004,352,5022,350,0,0,0,0,0,0,802,26
520201,(動力)機械工程學系,D 日,C 學士,0,0,0,0,26,0,28,5,0,0,0,0,0,0,1,0
520201,(動力)機械(工程)科,D 日,2 二專,80,5,79,1,0,0,0,0,0,0,0,0,0,0,19,1
520201,(動力)機械(工程)科,D 日,5 五專,111,2,130,4,175,3,115,9,153,2,0,0,0,0,5,0
